Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2015/16,Male,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Male,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017/18,Male,55 to 59,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,Male,55 to 59,,Percentage (%),Units,Undefined,96.0
2014/15,Male,55 to 59,,Percentage (%),Units,Undefined,95.0
2015/16,Male,55 to 59,,Percentage (%),Units,Undefined,96.0
2016/17,Male,55 to 59,,Percentage (%),Units,Undefined,95.0
2017/18,Male,55 to 59,,Percentage (%),Units,Undefined,95.0
2013/14,Male,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2014/15,Male,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Male,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Male,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Male,55 to 59,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Male,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2014/15,Male,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Male,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
2016/17,Male,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2017/18,Male,55 to 59,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013/14,Male,55 to 59,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2014/15,Male,55 to 59,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015/16,Male,55 to 59,No accounts (excluding POCAs),Percentage (%),Units,Undefined,5.0
2016/17,Male,55 to 59,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Male,55 to 59,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Male,55 to 59,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2014/15,Male,55 to 59,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Male,55 to 59,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Male,55 to 59,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Male,55 to 59,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Male,55 to 59,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Male,55 to 59,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Male,55 to 59,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Male,55 to 59,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017/18,Male,55 to 59,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2013/14,Male,60 to 64,Current account,Percentage (%),Units,Undefined,89.0
2014/15,Male,60 to 64,Current account,Percentage (%),Units,Undefined,92.0
2015/16,Male,60 to 64,Current account,Percentage (%),Units,Undefined,91.0
2016/17,Male,60 to 64,Current account,Percentage (%),Units,Undefined,94.0
2017/18,Male,60 to 64,Current account,Percentage (%),Units,Undefined,94.0
2013/14,Male,60 to 64,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Male,60 to 64,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Male,60 to 64,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2016/17,Male,60 to 64,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2017/18,Male,60 to 64,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013/14,Male,60 to 64,Basic Bank account,Percentage (%),Units,Undefined,4.0
2014/15,Male,60 to 64,Basic Bank account,Percentage (%),Units,Undefined,4.0
2015/16,Male,60 to 64,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016/17,Male,60 to 64,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017/18,Male,60 to 64,Basic Bank account,Percentage (%),Units,Undefined,4.0
2013/14,Male,60 to 64,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2014/15,Male,60 to 64,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2015/16,Male,60 to 64,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2016/17,Male,60 to 64,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2017/18,Male,60 to 64,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013/14,Male,60 to 64,ISA,Percentage (%),Units,Undefined,44.0
2014/15,Male,60 to 64,ISA,Percentage (%),Units,Undefined,42.0
2015/16,Male,60 to 64,ISA,Percentage (%),Units,Undefined,42.0
2016/17,Male,60 to 64,ISA,Percentage (%),Units,Undefined,42.0
2017/18,Male,60 to 64,ISA,Percentage (%),Units,Undefined,42.0
2013/14,Male,60 to 64,Other Bank / Building Society account,Percentage (%),Units,Undefined,43.0
2014/15,Male,60 to 64,Other Bank / Building Society account,Percentage (%),Units,Undefined,42.0
2015/16,Male,60 to 64,Other Bank / Building Society account,Percentage (%),Units,Undefined,42.0
2016/17,Male,60 to 64,Other Bank / Building Society account,Percentage (%),Units,Undefined,44.0
2017/18,Male,60 to 64,Other Bank / Building Society account,Percentage (%),Units,Undefined,44.0
2013/14,Male,60 to 64,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,20.0
2014/15,Male,60 to 64,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,20.0
2015/16,Male,60 to 64,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,18.0
2016/17,Male,60 to 64,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,21.0
2017/18,Male,60 to 64,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,21.0
2013/14,Male,60 to 64,Unit trusts,Percentage (%),Units,Undefined,5.0
2014/15,Male,60 to 64,Unit trusts,Percentage (%),Units,Undefined,5.0
2015/16,Male,60 to 64,Unit trusts,Percentage (%),Units,Undefined,6.0
2016/17,Male,60 to 64,Unit trusts,Percentage (%),Units,Undefined,5.0
2017/18,Male,60 to 64,Unit trusts,Percentage (%),Units,Undefined,5.0
2013/14,Male,60 to 64,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2014/15,Male,60 to 64,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Male,60 to 64,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2016/17,Male,60 to 64,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Male,60 to 64,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013/14,Male,60 to 64,Premium Bonds,Percentage (%),Units,Undefined,24.0
2014/15,Male,60 to 64,Premium Bonds,Percentage (%),Units,Undefined,22.0
2015/16,Male,60 to 64,Premium Bonds,Percentage (%),Units,Undefined,22.0
2016/17,Male,60 to 64,Premium Bonds,Percentage (%),Units,Undefined,25.0
2017/18,Male,60 to 64,Premium Bonds,Percentage (%),Units,Undefined,25.0
2013/14,Male,60 to 64,National Savings Bonds,Percentage (%),Units,Undefined,4.0
2014/15,Male,60 to 64,National Savings Bonds,Percentage (%),Units,Undefined,4.0
2015/16,Male,60 to 64,National Savings Bonds,Percentage (%),Units,Undefined,3.0
2016/17,Male,60 to 64,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2017/18,Male,60 to 64,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2013/14,Male,60 to 64,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2014/15,Male,60 to 64,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015/16,Male,60 to 64,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2016/17,Male,60 to 64,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2017/18,Male,60 to 64,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,2.0
2013/14,Male,60 to 64,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Male,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Male,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Male,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Male,60 to 64,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Male,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Male,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Male,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Male,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Male,60 to 64,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Male,60 to 64,,Percentage (%),Units,Undefined,94.0
2014/15,Male,60 to 64,,Percentage (%),Units,Undefined,95.0
2015/16,Male,60 to 64,,Percentage (%),Units,Undefined,94.0
2016/17,Male,60 to 64,,Percentage (%),Units,Undefined,97.0
2017/18,Male,60 to 64,,Percentage (%),Units,Undefined,97.0
2013/14,Male,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Male,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Male,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Male,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Male,60 to 64,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Male,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2014/15,Male,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Male,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2016/17,Male,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,3.0
2017/18,Male,60 to 64,No accounts (including POCAs),Percentage (%),Units,Undefined,3.0
2013/14,Male,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Male,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015/16,Male,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2016/17,Male,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2017/18,Male,60 to 64,No accounts (excluding POCAs),Percentage (%),Units,Undefined,4.0
2013/14,Male,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,92.0
2014/15,Male,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2015/16,Male,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Male,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Male,60 to 64,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Male,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2014/15,Male,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Male,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2016/17,Male,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Male,60 to 64,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Male,65 to 74,Current account,Percentage (%),Units,Undefined,92.0
2014/15,Male,65 to 74,Current account,Percentage (%),Units,Undefined,94.0
2015/16,Male,65 to 74,Current account,Percentage (%),Units,Undefined,93.0
2016/17,Male,65 to 74,Current account,Percentage (%),Units,Undefined,93.0
2017/18,Male,65 to 74,Current account,Percentage (%),Units,Undefined,93.0
2013/14,Male,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Male,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Male,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,5.0
2016/17,Male,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,4.0
2017/18,Male,65 to 74,NS&I Savings Account,Percentage (%),Units,Undefined,4.0
2013/14,Male,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2014/15,Male,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,3.0
2015/16,Male,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016/17,Male,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017/18,Male,65 to 74,Basic Bank account,Percentage (%),Units,Undefined,4.0
2013/14,Male,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2014/15,Male,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2015/16,Male,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2016/17,Male,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2017/18,Male,65 to 74,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2013/14,Male,65 to 74,ISA,Percentage (%),Units,Undefined,49.0
2014/15,Male,65 to 74,ISA,Percentage (%),Units,Undefined,50.0
2015/16,Male,65 to 74,ISA,Percentage (%),Units,Undefined,50.0
2016/17,Male,65 to 74,ISA,Percentage (%),Units,Undefined,45.0
2017/18,Male,65 to 74,ISA,Percentage (%),Units,Undefined,45.0
2013/14,Male,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,46.0
2014/15,Male,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,44.0
2015/16,Male,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,46.0
2016/17,Male,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,42.0
2017/18,Male,65 to 74,Other Bank / Building Society account,Percentage (%),Units,Undefined,42.0
2013/14,Male,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,20.0
2014/15,Male,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,22.0
2015/16,Male,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,22.0
2016/17,Male,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,21.0
2017/18,Male,65 to 74,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,21.0
2013/14,Male,65 to 74,Unit trusts,Percentage (%),Units,Undefined,5.0
2014/15,Male,65 to 74,Unit trusts,Percentage (%),Units,Undefined,5.0
2015/16,Male,65 to 74,Unit trusts,Percentage (%),Units,Undefined,6.0
2016/17,Male,65 to 74,Unit trusts,Percentage (%),Units,Undefined,6.0
2017/18,Male,65 to 74,Unit trusts,Percentage (%),Units,Undefined,6.0
2013/14,Male,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2014/15,Male,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Male,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2016/17,Male,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Male,65 to 74,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013/14,Male,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,24.0
2014/15,Male,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,27.0
2015/16,Male,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,27.0
2016/17,Male,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,26.0
2017/18,Male,65 to 74,Premium Bonds,Percentage (%),Units,Undefined,26.0
2013/14,Male,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,4.0
2014/15,Male,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,5.0
2015/16,Male,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,10.0
2016/17,Male,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,9.0
2017/18,Male,65 to 74,National Savings Bonds,Percentage (%),Units,Undefined,9.0
2013/14,Male,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2014/15,Male,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015/16,Male,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016/17,Male,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2017/18,Male,65 to 74,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2013/14,Male,65 to 74,Credit Unions,Percentage (%),Units,Undefined,
2014/15,Male,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Male,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Male,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Male,65 to 74,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Male,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Male,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,Male,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,Male,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017/18,Male,65 to 74,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,Male,65 to 74,,Percentage (%),Units,Undefined,96.0
2014/15,Male,65 to 74,,Percentage (%),Units,Undefined,96.0
2015/16,Male,65 to 74,,Percentage (%),Units,Undefined,96.0
2016/17,Male,65 to 74,,Percentage (%),Units,Undefined,96.0
2017/18,Male,65 to 74,,Percentage (%),Units,Undefined,96.0
2013/14,Male,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2014/15,Male,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2015/16,Male,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Male,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2017/18,Male,65 to 74,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,96.0
2013/14,Male,65 to 74,No accounts (including POCAs),Percentage (%),Units,Undefined,4.0
